pid,smiles,tens_mod_clean
P370348,*Oc5ccc4ccc(Oc3ccc(C(=O)Nc2ccc(Oc7ccc(C(C)(C)c6ccc(C(C)(C)c9ccc(Oc8ccc(NC(=O)c1ccc(*)cc1)cc8)cc9)cc6)cc7)cc2)cc3)cc4c5,1.5
P430154,*C(=O)N(c%12ccc(Oc%11cccc(NC(=O)c%10ccc9c(=O)n(c8ccc(Oc7ccc(C6(c4ccc(Oc3ccc(n2c(=O)c1ccc(*)cc1c2=O)cc3)cc4)NC(=O)c5ccccc56)cc7)cc8)c(=O)c9c%10)c%11)cc%12),1.5
P074455,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(Oc7ccc(C(C(F)(F)F)(C(F)(F)F)c9ccc(Oc8ccc(NC(=O)c6ccc(*)cc6)cc8)cc9)cc7)cc5)cc4)cc3)ccc2)cc1,1.5
P074454,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(Oc7ccc(S(=O)(=O)c9ccc(Oc8ccc(NC(=O)c6ccc(*)cc6)cc8)cc9)cc7)cc5)cc4)cc3)ccc2)cc1,1.5
P074453,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(Oc7ccc(c9ccc(Oc8ccc(NC(=O)c6ccc(*)cc6)cc8)cc9)cc7)cc5)cc4)cc3)ccc2)cc1,1.5
P392108,*OC(=O)CCCCC(=O)Oc1ccc(CC(C(=O)OCCCC)NC(=O)CCc2ccc(*)cc2)cc1,1.49
P100009,*NC(=O)CCCCCCCCC(=O)NCCCCCC*,1.4825
P392113,*OC(=O)CCCCCCCCC(=O)Oc1ccc(CC(C(=O)OCC)NC(=O)CCc2ccc(*)cc2)cc1,1.44
P372513,*c%10ccc(S(=O)(=O)c9ccc(n8nc(c1ccccc1)c7ccc(c6ccc(C(C)(C)c5ccc(c4ccc3c(c2ccccc2)nn(*)c(=O)c3c4)cc5)cc6)cc7c8=O)cc9)cc%10,1.4300000000000002
P392107,*OC(=O)CCC(=O)Oc1ccc(CC(C(=O)OCCCCCCCC)NC(=O)CCc2ccc(*)cc2)cc1,1.4100000000000001
P392071,*OC(=O)CCC(=O)Oc1ccc(CC(C(=O)OCCCCCC)NC(=O)CCc2ccc(*)cc2)cc1,1.406
P370347,*Oc5ccc4ccc(Oc3ccc(C(=O)Nc2ccc(Oc7ccc(C(C(F)(F)F)(C(F)(F)F)c6ccc(Oc8ccc(NC(=O)c1ccc(*)cc1)cc8)cc6)cc7)cc2)cc3)cc4c5,1.4
P370344,*Oc5ccc4ccc(Oc3ccc(C(=O)Nc2ccc(Oc7ccc(C(C)(C)c6ccc(Oc8ccc(NC(=O)c1ccc(*)cc1)cc8)cc6)cc7)cc2)cc3)cc4c5,1.4
P074451,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(Oc7ccc(Oc8ccc(NC(=O)c6ccc(*)cc6)cc8)cc7)cc5)cc4)cc3)ccc2)cc1,1.4
P074452,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(Oc7ccc(C(C)(C)c9ccc(Oc8ccc(NC(=O)c6ccc(*)cc6)cc8)cc9)cc7)cc5)cc4)cc3)ccc2)cc1,1.4
P370346,*Oc5ccc4ccc(Oc3ccc(C(=O)Nc2ccc(Oc7ccc(C(c9ccccc9)(C)c6ccc(Oc8ccc(NC(=O)c1ccc(*)cc1)cc8)cc6)cc7)cc2)cc3)cc4c5,1.4
P370343,*Oc5ccc4ccc(Oc3ccc(C(=O)Nc2ccc(C(C)(C)c7ccc(C(C)(C)c6ccc(NC(=O)c1ccc(*)cc1)cc6)cc7)cc2)cc3)cc4c5,1.4
P370338,*Oc5ccc4ccc(Oc3ccc(C(=O)Nc2cccc(NC(=O)c1ccc(*)cc1)c2)cc3)cc4c5,1.4
P392109,*OC(=O)CCCCCCC(=O)Oc1ccc(CC(C(=O)OCC)NC(=O)CCc2ccc(*)cc2)cc1,1.3900000000000001
P373656,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(c4ccc(NC(=O)c5cc(C(=O)Nc6ccc(c7ccc(*)c(C(F)(F)F)c7)cc6)cc(C(C)(C)C)c5)cc4)cc3(C(F)(F)F))cc2)cc1,1.39
P100004,*NC(=O)CCCCC*,1.3721270270270274
P373653,*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)cc(C(C)(C)C)c2)cc1,1.35
P373555,*Oc1ccc(Oc2ccc(NC(=O)c3cc(C(=O)Nc4ccc(*)cc4)cc(C(C)(C)C)c3)cc2)cc1,1.35
P373655,*Oc1ccc(C(C(F)(F)F)(C(F)(F)F)c2ccc(Oc3ccc(c4ccc(NC(=O)c5cc(C(=O)Nc6ccc(c7ccc(*)c(C(F)(F)F)c7)cc6)cc(C(C)(C)C)c5)cc4)cc3(C(F)(F)F))cc2)cc1,1.32
P373654,c1ccc3c(c1)C(c4ccc(O*)cc4)(c5ccc(Oc6ccc(c7ccc(NC(=O)c8cc(C(=O)Nc9ccc(c%10ccc(*)c(C(F)(F)F)c%10)cc9)cc(C(C)(C)C)c8)cc7)cc6C(F)(F)F)cc5)c2ccccc23,1.3
P074450,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(Cc7ccc(NC(=O)c6ccc(*)cc6)cc7)cc5)cc4)cc3)ccc2)cc1,1.3
P074449,*Oc1ccc(C(C)(C)c2cc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5cc(Oc7ccc(NC(=O)c6ccc(*)cc6)cc7)ccc5)cc4)cc3)ccc2)cc1,1.3
P392110,*OC(=O)CCCCCCC(=O)Oc1ccc(CC(C(=O)OCCCC)NC(=O)CCc2ccc(*)cc2)cc1,1.24
P100439,*NC(CCC(=O)OCC1=CC=CC=C1)C(=O)*,1.185
P100024,*NC(=O)CCCCCCCCCC*,1.168076923076923
P070574,*Oc1cc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)ccc1,1.1
P100025,*NC(=O)CCCCCCCCCCC*,0.8988571428571429
P402249,*NC(=O)c1ccc%10cc(C(=O)Nc2ccc(C(P5(=O)Oc3ccccc3c4ccccc45)(P8(=O)Oc6ccccc6c7ccccc78)c9ccc(*)cc9)cc2)ccc%10c1,0.869
P402150,*S(=O)(=O)c1ccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)ccc2)cc1,0.578805
P402245,*NC(=O)c1ccc(C(=O)Nc2ccc(C(P5(=O)Oc3ccccc3c4ccccc45)(P8(=O)Oc6ccccc6c7ccccc78)c9ccc(*)cc9)cc2)cc1,0.5305
P402244,*NC(=O)c1cc(C(=O)Nc2ccc(C(P5(=O)Oc3ccccc3c4ccccc45)(P8(=O)Oc6ccccc6c7ccccc78)c9ccc(*)cc9)cc2)ccc1,0.5305
P402246,*NC(=O)c1ccc(C(C(F)(F)F)(C(F)(F)F)c%10ccc(C(=O)Nc2ccc(C(P5(=O)Oc3ccccc3c4ccccc45)(P8(=O)Oc6ccccc6c7ccccc78)c9ccc(*)cc9)cc2)cc%10)cc1,0.5305
P402247,*NC(=O)c1cc(C(=O)Nc2ccc(C(P5(=O)Oc3ccccc3c4ccccc45)(P8(=O)Oc6ccccc6c7ccccc78)c9ccc(*)cc9)cc2)cc(C(C)(C)C)c1,0.5305
P402248,*NC(=O)c1ccc(c%10ccc(C(=O)Nc2ccc(C(P5(=O)Oc3ccccc3c4ccccc45)(P8(=O)Oc6ccccc6c7ccccc78)c9ccc(*)cc9)cc2)cc%10)cc1,0.5305
P373026,*Cc%10ccc(C(=O)Nc9ccc(C(c2ccc(NC(=O)c1ccc(*)cc1)cc2)(P5(=O)Oc3ccccc3c4ccccc45)P8(=O)Oc6ccccc6c7ccccc78)cc9)cc%10,0.5305
P392069,*OC(=O)CCCCC(=O)Oc1ccc(CC(C(=O)OCCCCCC)NC(=O)CCc2ccc(*)cc2)cc1,0.431
P100822,*NC(=O)CNC(=O)CCCCC(=O)NCCCCCC*,0.43
P100163,*S(=O)(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,0.38641333333333333
P432678,*n4c(=O)c3ccc(C(C(F)(F)F)(C(F)(F)F)c2ccc1c(=O)n(CC(=O)Nc5ccc(Oc6ccc(c9oc(c7ccc(Oc8ccc(NC(=O)C*)cc8)cc7)nn9)cc6)cc5)c(=O)c1c2)cc3c4=O,0.329
P370381,*c8ccc(Oc7ccc(NC(=O)c6cc(C(=O)Nc3ccc(Oc2ccc(c1nnc(*)o1)cc2)cc3)cc(n5c(=O)c4ccccc4c5=O)c6)cc7)cc8,0.31
P370382,*c8ccc(Oc7cccc(NC(=O)c6cc(C(=O)Nc3cc(Oc2ccc(c1nnc(*)o1)cc2)ccc3)cc(n5c(=O)c4ccccc4c5=O)c6)c7)cc8,0.29
P392114,*OC(=O)CCCCCCCCC(=O)Oc1ccc(CC(C(=O)OCCCC)NC(=O)CCc2ccc(*)cc2)cc1,0.28
P370385,*c8ccc(Oc7cccc(NC(=O)c6cc(C(=O)Nc3cc(Oc2ccc(c1nnc(*)o1)cc2)ccc3)cc(n5c(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4c5=O)c6)c7)cc8,0.255
P432673,*n4c(=O)c3ccc(C(C(F)(F)F)(C(F)(F)F)c2ccc1c(=O)n(CC(=O)Nc5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc(NC(=O)C*)cc8)cc7)cc6)cc5)c(=O)c1c2)cc3c4=O,0.2487
P432675,*CC(=O)Nc%14ccc(Oc%13ccc%12nc(c1ccccc1)c(c%11ccc(Oc%10ccc(c8nc7cc(Oc6ccc(NC(=O)Cn5c(=O)c4ccc(C(c3ccc2c(=O)n(*)c(=O)c2c3)(C(F)(F)F)C(F)(F)F)cc4c5=O)cc6)ccc7nc8c9ccccc9)cc%10)cc%11)nc%12c%13)cc%14,0.235
P370384,*c8ccc(Oc7ccc(NC(=O)c6cc(C(=O)Nc3ccc(Oc2ccc(c1nnc(*)o1)cc2)cc3)cc(n5c(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4c5=O)c6)cc7)cc8,0.235
P432669,*n4c(=O)c3ccc(C(C(F)(F)F)(C(F)(F)F)c2ccc1c(=O)n(CC(=O)Nc5ccc(Oc6ccc(Oc7ccc(NC(=O)C*)cc7)cc6)cc5)c(=O)c1c2)cc3c4=O,0.225
P392070,*OC(=O)CCCCC(=O)Oc1ccc(CC(C(=O)OCCCCCCCC)NC(=O)CCc2ccc(*)cc2)cc1,0.2025
P432674,*CC(=O)Nc%14ccc(Oc%13ccc%12nc(c1ccccc1)c(c%11ccc(c8nc7cc(Oc6ccc(NC(=O)Cn5c(=O)c4ccc(C(c3ccc2c(=O)n(*)c(=O)c2c3)(C(F)(F)F)C(F)(F)F)cc4c5=O)cc6)ccc7nc8c9ccccc9)cc%11)nc%12c%13)cc%14,0.199
P402422,*NCCCCCCNC(=O)CCCCCCCC1C(CCCCCCCC)C(CCCCCC)C=CC1CCCCCCCC(=O)*,0.18
P070231,*OC1=CC=C(NC(=O)C2=CC(C(=O)NC3=CC=C(*)C=C3)=CC=C2)C=C1,0.17898
P432672,*n4c(=O)c3ccc(C(C(F)(F)F)(C(F)(F)F)c2ccc1c(=O)n(CC(=O)Nc5ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(NC(=O)C*)cc8)cc7)cc6)cc5)c(=O)c1c2)cc3c4=O,0.1706
P392072,*OC(=O)CCCCCCCCC(=O)Oc1ccc(CC(C(=O)OCCCCCC)NC(=O)CCc2ccc(*)cc2)cc1,0.0026
